   3.8600062890838944e+00	   1.1514048322208533e+01	
   4.9331379611049266e+00	   1.9286253813162308e+01	
   6.3421196806182669e+00	   2.9649464617419426e+01	
   9.6118922038052048e+00	   4.0854731887276202e+01	
   1.3019408631605550e+01	   6.8494283093062180e+01	
   2.1456052594895453e+01	   1.3932428007819203e+02	
   1.0432682488791478e+01	   3.0463965818504754e+01	
   1.0178979547510128e+01	   2.6141841534536418e+01	
   9.8683182535797442e+00	   1.7495161619730830e+01	
   1.8120244690748873e+01	   4.9400105682543810e+01	
   2.1315131730373345e+01	   7.1851973119028912e+01	
   2.0512949353423817e+01	   5.9751159752456438e+01	
   2.0170518460406313e+01	   4.0724249605311286e+01	
   2.0163256837757832e+01	   3.1208768409347954e+01	
   2.6905446541165929e+01	   7.6973200073912864e+01	
   2.9510099814893444e+01	   9.9432361551004718e+01	
   2.3556930797384510e+01	   3.2896933585328853e+01	
   3.9658217466147534e+01	   2.2317332909738614e+01	
   4.2174142788138909e+01	   3.0071708523653712e+01	
   4.5999656369642508e+01	   5.8571146072078022e+01	
   4.5396033986987426e+01	   4.8846771657627421e+01	
   4.5752420811032465e+01	   5.1004997228264521e+01	
   6.1249971634286503e+01	   1.9852109274453667e+02	
   5.4478735440284488e+01	   1.1469473629611853e+02	
   4.9113757857302623e+01	   6.8913285203471247e+01	
   5.3864674475072199e+01	   1.0691685766247065e+02	
   5.1358733884222488e+01	   8.0996268693005106e+01	
   4.6985421644174004e+01	   3.7797718424098171e+01	
   5.4373441911881493e+01	   1.0172025895465043e+02	
   5.2531259016244626e+01	   7.8386623053706785e+01	
   5.9796058624635684e+01	   1.4490584204025657e+02	
   6.1589906344518589e+01	   1.5958955623056940e+02	
   6.3007511240926995e+01	   1.6562740095503298e+02	
   6.5552709979220083e+01	   1.8830356014017528e+02	
   6.9250691312959717e+01	   2.2156235918449386e+02	
   7.0245987467217319e+01	   2.2890300060621584e+02	
   6.3276645130336391e+01	   1.5891992278042349e+02	
   6.5508686391913656e+01	   1.7749095538964767e+02	
   6.3612835566390352e+01	   1.5805071627478762e+02	
   6.9321605596636317e+01	   2.0901823023882315e+02	
   5.6009916653429336e+01	   7.0341904101195951e+01	
   5.4168074146354108e+01	   4.3548056381313060e+01	
   6.0106719918566071e+01	   9.1052521955062247e+01	
   5.4665608760629034e+01	   2.7538447698487118e+01	
   5.3298381371344469e+01	   9.3892537710190602e+00	
   5.7822485744202865e+01	   1.9713968249851742e+01	
   6.1440702691663084e+01	   3.0482403532260832e+01	
   6.6248918050643340e+01	   6.9350319803158243e+01	
   6.8661138324186069e+01	   8.9649229587222209e+01	
   6.0937608397547912e+01	   1.9675471924427317e+01	
   6.1179397739171591e+01	   2.0105009871268333e+01	
   6.3976484013083898e+01	   4.4724423041388107e+01	
   6.5803122497738855e+01	   5.9407732007222798e+01	
   6.8137507253518166e+01	   7.9275077722054988e+01	
   7.6876529722405024e+01	   1.5961690888284477e+02	
   6.2839472754326984e+01	   1.9651968904694503e+01	
   6.2377111624755656e+01	   1.1439689630467758e+01	
   6.3618168320522848e+01	   2.0507397778073237e+01	
   6.4794664652430868e+01	   1.9195280917817310e+01	
   6.8287958997766410e+01	   4.9861453750919921e+01	
   6.8149534316029715e+01	   4.0347593452869191e+01	
   6.6958174350263064e+01	   2.6088959740137692e+01	
   6.6675992232657208e+01	   1.9604557640750730e+01	
   6.7680251952371535e+01	   1.9159621163739942e+01	
   6.7242398799238828e+01	   1.1812090925889358e+01	
